usia,jenis_kelamin,pekerjaan,durasi_tidur_menit,sering_terbangun_malam,mimpi_buruk,screen_sebelum_tidur,minum_kopi_hari_ini,merokok,konsumsi_alkohol,jam_kerja_menit,tingkat_beban_kerja,deadline_hari_ini,lembur,waktu_outdoor,aktivitas_hobi,suasana_hati,tingkat_kecemasan,tingkat_energi,konsentrasi,interaksi_sosial,konflik_interpersonal,merasa_kesepian,support_sistem,meditasi,stress_level
35,Perempuan,Karyawan,417.0,Ya,Tidak,74.0,Ya,Ya,Tidak,572.0,5,Ya,Ya,0.0,Tidak,Negatif,4.3,2,2,2,Ya,Ya,1,Tidak,3
35,Laki-laki,Guru,518.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,515.0,2,Ya,Tidak,101.0,Ya,Netral,2.5,3,3,3,Tidak,Tidak,3,Tidak,2
40,Perempuan,Guru,334.0,Tidak,Ya,82.0,Ya,Tidak,Tidak,714.0,5,Ya,Tidak,52.0,Tidak,Negatif,5.0,2,2,2,Tidak,Ya,2,Ya,3
37,Perempuan,Karyawan,402.0,Ya,Tidak,30.0,Ya,Tidak,Tidak,508.0,4,Ya,Tidak,47.0,Tidak,Netral,2.8,3,3,3,Tidak,Ya,2,Tidak,2
44,Laki-laki,Mahasiswa,374.0,Tidak,Tidak,65.0,Tidak,Ya,Ya,510.0,2,Tidak,Tidak,79.0,Ya,Campur,2.6,3,3,4,Tidak,Tidak,4,Tidak,2
44,Laki-laki,Mahasiswa,303.0,Tidak,Ya,131.0,Tidak,Tidak,Tidak,634.0,5,Ya,Ya,20.0,Tidak,Negatif,3.5,2,2,3,Ya,Ya,2,Tidak,3
38,Laki-laki,Dokter,445.0,Tidak,Ya,50.0,Tidak,Ya,Tidak,449.0,3,Ya,Tidak,38.0,Ya,Positif,3.6,3,2,4,Tidak,Ya,2,Ya,2
19,Perempuan,Mahasiswa,342.0,Tidak,Ya,21.0,Ya,Tidak,Tidak,516.0,3,Ya,Ya,29.0,Tidak,Netral,2.5,3,3,3,Ya,Tidak,4,Tidak,2
25,Laki-laki,Guru,398.0,Tidak,Tidak,38.0,Ya,Tidak,Tidak,300.0,3,Tidak,Tidak,63.0,Tidak,Positif,3.7,2,3,3,Tidak,Tidak,4,Tidak,2
46,Perempuan,Irt,264.0,Ya,Ya,92.0,Ya,Tidak,Ya,577.0,4,Ya,Ya,58.0,Tidak,Negatif,3.9,1,2,2,Ya,Ya,1,Tidak,3
35,Perempuan,Karyawan,342.0,Tidak,Tidak,90.0,Tidak,Tidak,Ya,572.0,5,Tidak,Ya,49.0,Ya,Negatif,4.2,2,2,2,Ya,Ya,2,Tidak,3
20,Perempuan,Karyawan,359.0,Tidak,Ya,73.0,Ya,Tidak,Tidak,499.0,3,Ya,Ya,26.0,Tidak,Negatif,2.8,4,3,3,Ya,Tidak,2,Tidak,2
20,Perempuan,Dokter,337.0,Ya,Tidak,26.0,Tidak,Ya,Tidak,423.0,3,Tidak,Tidak,86.0,Tidak,Netral,2.7,2,3,4,Tidak,Tidak,2,Tidak,2
26,Laki-laki,Dokter,413.0,Tidak,Tidak,59.0,Ya,Tidak,Tidak,464.0,3,Tidak,Ya,30.0,Tidak,Negatif,3.0,3,4,3,Tidak,Tidak,3,Tidak,2
32,Perempuan,Dokter,327.0,Tidak,Tidak,34.0,Tidak,Tidak,Tidak,479.0,3,Ya,Tidak,36.0,Ya,Campur,3.1,2,3,3,Tidak,Ya,3,Tidak,2
25,Perempuan,Wirausaha,505.0,Tidak,Tidak,10.0,Tidak,Tidak,Tidak,289.0,2,Tidak,Tidak,52.0,Ya,Positif,1.9,5,5,4,Ya,Tidak,4,Tidak,1
36,Laki-laki,Karyawan,309.0,Ya,Tidak,78.0,Tidak,Tidak,Tidak,518.0,4,Ya,Tidak,4.0,Tidak,Negatif,4.4,2,2,1,Ya,Ya,2,Tidak,3
30,Perempuan,Guru,426.0,Tidak,Tidak,45.0,Tidak,Ya,Ya,516.0,4,Ya,Tidak,52.0,Tidak,Netral,2.0,2,2,4,Ya,Tidak,2,Tidak,2
32,Perempuan,Freelancer,308.0,Tidak,Ya,76.0,Ya,Ya,Ya,517.0,3,Tidak,Ya,52.0,Ya,Positif,3.3,3,4,3,Tidak,Ya,4,Tidak,2
27,Perempuan,Karyawan,570.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,427.0,2,Tidak,Tidak,81.0,Tidak,Positif,1.1,3,3,4,Tidak,Tidak,5,Ya,1
28,Perempuan,Mahasiswa,418.0,Tidak,Tidak,41.0,Ya,Ya,Tidak,466.0,2,Tidak,Tidak,107.0,Tidak,Campur,2.4,4,3,3,Tidak,Tidak,4,Tidak,1
39,Laki-laki,Mahasiswa,447.0,Ya,Tidak,78.0,Ya,Tidak,Tidak,637.0,5,Ya,Ya,18.0,Tidak,Negatif,3.7,2,2,2,Tidak,Ya,2,Tidak,3
22,Perempuan,Karyawan,464.0,Tidak,Ya,10.0,Tidak,Tidak,Tidak,479.0,1,Ya,Ya,122.0,Tidak,Netral,1.0,4,3,3,Ya,Tidak,4,Tidak,1
28,Perempuan,Karyawan,568.0,Tidak,Tidak,3.0,Ya,Tidak,Tidak,381.0,1,Ya,Tidak,76.0,Ya,Positif,1.8,4,5,4,Tidak,Tidak,4,Tidak,1
30,Perempuan,Karyawan,477.0,Tidak,Tidak,92.0,Tidak,Tidak,Tidak,459.0,3,Tidak,Tidak,69.0,Tidak,Positif,2.4,3,3,3,Ya,Tidak,2,Tidak,2
22,Laki-laki,Karyawan,463.0,Tidak,Tidak,55.0,Tidak,Tidak,Tidak,366.0,2,Tidak,Tidak,112.0,Ya,Netral,1.4,4,4,4,Tidak,Tidak,5,Ya,1
22,Laki-laki,Guru,531.0,Ya,Tidak,23.0,Ya,Tidak,Tidak,377.0,2,Tidak,Tidak,81.0,Ya,Positif,1.6,5,4,3,Tidak,Tidak,3,Tidak,1
23,Laki-laki,Karyawan,471.0,Tidak,Tidak,37.0,Ya,Ya,Tidak,344.0,2,Tidak,Ya,78.0,Ya,Campur,2.0,4,4,5,Tidak,Tidak,4,Tidak,1
25,Laki-laki,Karyawan,406.0,Ya,Tidak,77.0,Ya,Tidak,Tidak,470.0,3,Ya,Tidak,52.0,Tidak,Netral,2.9,3,3,3,Tidak,Tidak,3,Tidak,2
38,Laki-laki,Mahasiswa,465.0,Ya,Tidak,89.0,Tidak,Tidak,Tidak,454.0,3,Tidak,Tidak,33.0,Tidak,Negatif,2.6,1,3,3,Tidak,Tidak,3,Tidak,2
39,Laki-laki,Karyawan,327.0,Ya,Tidak,16.0,Tidak,Ya,Tidak,340.0,3,Tidak,Tidak,31.0,Ya,Netral,3.2,4,3,3,Tidak,Tidak,4,Ya,2
25,Laki-laki,Mahasiswa,385.0,Ya,Tidak,86.0,Ya,Tidak,Tidak,411.0,3,Tidak,Tidak,20.0,Ya,Positif,3.6,2,3,4,Tidak,Tidak,3,Tidak,2
46,Laki-laki,Mahasiswa,367.0,Ya,Tidak,98.0,Tidak,Ya,Tidak,533.0,5,Ya,Ya,23.0,Tidak,Campur,4.2,3,2,3,Ya,Tidak,2,Tidak,3
20,Laki-laki,Dokter,475.0,Ya,Tidak,48.0,Ya,Ya,Tidak,483.0,3,Ya,Tidak,45.0,Ya,Campur,2.3,2,3,3,Tidak,Ya,3,Ya,2
30,Laki-laki,Guru,500.0,Tidak,Tidak,6.0,Tidak,Ya,Tidak,248.0,2,Tidak,Tidak,126.0,Ya,Netral,1.8,4,4,4,Tidak,Tidak,4,Ya,1
18,Laki-laki,Mahasiswa,450.0,Tidak,Tidak,31.0,Ya,Tidak,Tidak,313.0,1,Tidak,Tidak,77.0,Tidak,Positif,1.1,5,4,4,Tidak,Tidak,4,Ya,1
49,Laki-laki,Mahasiswa,449.0,Tidak,Ya,85.0,Tidak,Tidak,Tidak,467.0,3,Ya,Tidak,62.0,Ya,Campur,2.9,3,3,3,Ya,Ya,3,Tidak,2
48,Laki-laki,Freelancer,320.0,Ya,Ya,77.0,Ya,Ya,Ya,568.0,4,Ya,Tidak,0.0,Tidak,Campur,4.2,2,2,2,Ya,Ya,1,Tidak,3
29,Laki-laki,Wirausaha,418.0,Tidak,Tidak,34.0,Ya,Ya,Tidak,248.0,2,Tidak,Tidak,91.0,Tidak,Positif,1.1,4,3,5,Tidak,Tidak,4,Ya,1
44,Laki-laki,Dokter,351.0,Ya,Ya,102.0,Ya,Tidak,Ya,533.0,4,Ya,Ya,31.0,Ya,Negatif,4.4,2,1,1,Tidak,Ya,3,Ya,3
22,Laki-laki,Mahasiswa,391.0,Tidak,Tidak,54.0,Ya,Tidak,Tidak,348.0,2,Ya,Tidak,78.0,Ya,Netral,1.5,4,4,3,Tidak,Tidak,4,Tidak,1
49,Perempuan,Mahasiswa,391.0,Tidak,Tidak,59.0,Ya,Ya,Tidak,493.0,2,Ya,Tidak,39.0,Ya,Netral,2.4,4,2,3,Tidak,Tidak,3,Tidak,2
28,Perempuan,Freelancer,286.0,Ya,Tidak,90.0,Ya,Ya,Ya,539.0,4,Ya,Ya,36.0,Tidak,Negatif,4.7,1,1,1,Tidak,Tidak,2,Tidak,3
41,Perempuan,Karyawan,337.0,Tidak,Ya,42.0,Ya,Tidak,Tidak,461.0,3,Ya,Tidak,97.0,Tidak,Netral,2.2,4,4,3,Ya,Ya,3,Tidak,2
25,Laki-laki,Karyawan,349.0,Ya,Tidak,38.0,Tidak,Ya,Tidak,445.0,4,Tidak,Ya,46.0,Tidak,Campur,2.4,4,2,4,Tidak,Tidak,3,Ya,2
19,Laki-laki,Guru,480.0,Tidak,Tidak,0.0,Tidak,Ya,Tidak,376.0,1,Tidak,Tidak,121.0,Tidak,Positif,1.9,4,4,4,Tidak,Tidak,4,Tidak,1
37,Perempuan,Karyawan,290.0,Ya,Tidak,65.0,Tidak,Tidak,Tidak,560.0,4,Ya,Tidak,59.0,Tidak,Negatif,4.4,3,1,3,Ya,Tidak,2,Tidak,3
22,Laki-laki,Guru,506.0,Ya,Tidak,0.0,Tidak,Tidak,Tidak,364.0,2,Tidak,Tidak,137.0,Ya,Positif,1.9,4,5,5,Tidak,Tidak,4,Ya,1
21,Laki-laki,Karyawan,356.0,Tidak,Tidak,93.0,Ya,Tidak,Tidak,436.0,4,Tidak,Ya,27.0,Ya,Negatif,4.4,1,2,2,Tidak,Ya,2,Tidak,3
21,Perempuan,Mahasiswa,477.0,Tidak,Tidak,31.0,Tidak,Tidak,Tidak,317.0,2,Tidak,Ya,104.0,Ya,Positif,1.6,5,5,4,Tidak,Ya,5,Tidak,1
27,Perempuan,Karyawan,338.0,Ya,Tidak,91.0,Tidak,Ya,Tidak,656.0,4,Ya,Ya,30.0,Tidak,Negatif,3.7,2,4,1,Tidak,Ya,2,Ya,3
41,Perempuan,Karyawan,529.0,Ya,Tidak,43.0,Ya,Tidak,Tidak,478.0,3,Ya,Tidak,55.0,Tidak,Campur,2.8,3,2,3,Ya,Tidak,2,Tidak,2
27,Laki-laki,Karyawan,430.0,Ya,Ya,53.0,Ya,Ya,Tidak,596.0,4,Tidak,Tidak,20.0,Tidak,Campur,4.9,2,2,1,Tidak,Tidak,2,Tidak,3
28,Laki-laki,Guru,501.0,Ya,Tidak,29.0,Tidak,Tidak,Tidak,387.0,2,Tidak,Tidak,67.0,Ya,Positif,1.2,3,4,5,Tidak,Tidak,4,Tidak,1
50,Laki-laki,Guru,352.0,Ya,Ya,56.0,Ya,Tidak,Ya,561.0,4,Ya,Tidak,72.0,Tidak,Negatif,4.9,2,2,2,Ya,Ya,2,Tidak,3
32,Laki-laki,Mahasiswa,521.0,Tidak,Tidak,10.0,Tidak,Tidak,Tidak,413.0,2,Tidak,Tidak,22.0,Tidak,Netral,2.2,4,3,5,Ya,Tidak,5,Ya,1
27,Perempuan,Wirausaha,514.0,Ya,Tidak,35.0,Tidak,Ya,Tidak,351.0,2,Ya,Tidak,121.0,Tidak,Netral,1.6,4,4,4,Tidak,Tidak,5,Ya,1
18,Perempuan,Karyawan,445.0,Ya,Ya,44.0,Tidak,Tidak,Tidak,499.0,2,Tidak,Tidak,20.0,Tidak,Negatif,1.9,3,3,3,Tidak,Tidak,3,Tidak,2
31,Laki-laki,Karyawan,396.0,Tidak,Tidak,13.0,Ya,Tidak,Tidak,398.0,2,Tidak,Tidak,84.0,Ya,Positif,1.6,4,5,4,Tidak,Tidak,4,Tidak,1
20,Perempuan,Guru,493.0,Tidak,Tidak,0.0,Ya,Tidak,Tidak,346.0,2,Tidak,Ya,100.0,Ya,Negatif,1.1,5,5,5,Tidak,Tidak,5,Ya,1
42,Perempuan,Karyawan,385.0,Ya,Tidak,48.0,Tidak,Tidak,Ya,663.0,5,Ya,Ya,0.0,Tidak,Campur,3.8,2,2,3,Ya,Tidak,1,Tidak,3
49,Perempuan,Karyawan,327.0,Tidak,Tidak,72.0,Ya,Ya,Tidak,607.0,5,Ya,Ya,22.0,Tidak,Negatif,4.5,3,2,2,Tidak,Ya,2,Tidak,3
35,Laki-laki,Karyawan,418.0,Tidak,Tidak,36.0,Tidak,Tidak,Tidak,504.0,3,Tidak,Ya,72.0,Ya,Netral,1.8,3,3,3,Tidak,Tidak,3,Tidak,2
46,Perempuan,Dokter,333.0,Ya,Tidak,108.0,Tidak,Tidak,Tidak,560.0,5,Tidak,Tidak,0.0,Tidak,Negatif,3.7,2,2,2,Ya,Tidak,2,Tidak,3
43,Perempuan,Freelancer,424.0,Ya,Ya,63.0,Ya,Tidak,Tidak,441.0,3,Tidak,Tidak,76.0,Tidak,Campur,3.6,3,3,2,Tidak,Tidak,3,Ya,2
30,Laki-laki,Dokter,406.0,Tidak,Tidak,35.0,Ya,Ya,Ya,384.0,2,Tidak,Ya,97.0,Ya,Negatif,1.5,4,4,4,Tidak,Tidak,5,Ya,1
46,Perempuan,Karyawan,307.0,Ya,Ya,63.0,Ya,Ya,Ya,530.0,4,Ya,Ya,0.0,Tidak,Negatif,5.0,2,2,1,Ya,Tidak,1,Tidak,3
32,Perempuan,Mahasiswa,463.0,Ya,Ya,55.0,Tidak,Ya,Ya,513.0,3,Tidak,Tidak,74.0,Ya,Netral,2.6,2,3,3,Ya,Tidak,2,Tidak,2
26,Perempuan,Irt,364.0,Tidak,Tidak,81.0,Tidak,Ya,Tidak,595.0,4,Ya,Ya,13.0,Tidak,Campur,4.4,2,2,1,Tidak,Tidak,2,Tidak,3
20,Laki-laki,Guru,507.0,Tidak,Tidak,43.0,Ya,Tidak,Tidak,349.0,2,Tidak,Tidak,85.0,Ya,Netral,1.3,5,4,4,Tidak,Tidak,5,Tidak,1
27,Perempuan,Freelancer,418.0,Tidak,Ya,87.0,Ya,Tidak,Ya,575.0,4,Tidak,Tidak,29.0,Tidak,Negatif,4.3,2,2,3,Ya,Ya,2,Tidak,3
25,Laki-laki,Guru,499.0,Tidak,Tidak,53.0,Tidak,Tidak,Tidak,337.0,2,Tidak,Tidak,106.0,Ya,Positif,2.5,4,3,4,Tidak,Tidak,4,Tidak,1
21,Perempuan,Irt,499.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,266.0,2,Tidak,Tidak,85.0,Tidak,Positif,1.3,4,4,5,Tidak,Tidak,4,Tidak,1
24,Perempuan,Guru,560.0,Ya,Tidak,15.0,Tidak,Tidak,Tidak,308.0,1,Tidak,Tidak,94.0,Tidak,Positif,1.8,4,4,4,Tidak,Tidak,5,Tidak,1
31,Laki-laki,Dokter,339.0,Tidak,Tidak,77.0,Ya,Tidak,Tidak,614.0,5,Ya,Tidak,30.0,Tidak,Negatif,4.6,2,2,3,Ya,Ya,1,Tidak,3
26,Perempuan,Guru,369.0,Ya,Ya,122.0,Tidak,Tidak,Tidak,637.0,4,Ya,Ya,48.0,Tidak,Netral,4.5,2,2,1,Ya,Tidak,2,Tidak,3
28,Perempuan,Karyawan,231.0,Ya,Ya,57.0,Ya,Ya,Tidak,622.0,4,Ya,Ya,0.0,Tidak,Campur,4.5,1,2,3,Ya,Ya,1,Tidak,3
34,Perempuan,Karyawan,451.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,479.0,3,Ya,Ya,37.0,Tidak,Negatif,2.3,4,3,3,Tidak,Ya,4,Tidak,2
29,Perempuan,Guru,469.0,Tidak,Tidak,22.0,Tidak,Tidak,Tidak,372.0,1,Tidak,Tidak,57.0,Ya,Netral,1.5,4,4,3,Tidak,Tidak,4,Tidak,1
27,Perempuan,Guru,485.0,Tidak,Ya,56.0,Ya,Tidak,Tidak,389.0,2,Ya,Tidak,64.0,Tidak,Netral,1.0,4,5,4,Tidak,Tidak,4,Ya,1
28,Laki-laki,Karyawan,579.0,Tidak,Tidak,10.0,Tidak,Tidak,Tidak,479.0,1,Tidak,Tidak,42.0,Ya,Positif,1.0,3,4,5,Tidak,Ya,5,Ya,1
38,Perempuan,Mahasiswa,443.0,Ya,Ya,47.0,Ya,Tidak,Tidak,469.0,3,Tidak,Ya,32.0,Ya,Negatif,3.1,4,2,3,Tidak,Tidak,2,Tidak,2
36,Perempuan,Karyawan,364.0,Ya,Ya,107.0,Ya,Ya,Ya,629.0,4,Ya,Ya,37.0,Tidak,Positif,3.9,3,1,1,Tidak,Tidak,2,Tidak,3
41,Laki-laki,Karyawan,391.0,Ya,Tidak,55.0,Tidak,Tidak,Tidak,501.0,3,Tidak,Tidak,37.0,Ya,Netral,3.0,2,2,3,Tidak,Tidak,3,Tidak,2
40,Laki-laki,Mahasiswa,479.0,Tidak,Tidak,16.0,Tidak,Tidak,Tidak,422.0,3,Ya,Ya,64.0,Ya,Positif,2.1,4,3,4,Tidak,Tidak,4,Ya,1
33,Perempuan,Karyawan,572.0,Tidak,Tidak,29.0,Tidak,Tidak,Tidak,346.0,3,Tidak,Tidak,74.0,Ya,Positif,1.6,5,4,4,Tidak,Ya,3,Ya,1
26,Perempuan,Freelancer,516.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,421.0,2,Tidak,Tidak,89.0,Ya,Campur,1.3,5,4,2,Tidak,Ya,5,Tidak,1
29,Laki-laki,Dokter,520.0,Tidak,Tidak,67.0,Tidak,Tidak,Tidak,479.0,3,Tidak,Tidak,53.0,Ya,Campur,3.1,3,3,4,Tidak,Ya,2,Tidak,2
39,Laki-laki,Karyawan,288.0,Ya,Ya,72.0,Tidak,Ya,Ya,714.0,4,Ya,Tidak,15.0,Tidak,Negatif,4.3,2,4,2,Ya,Ya,2,Tidak,3
41,Laki-laki,Karyawan,329.0,Ya,Tidak,69.0,Tidak,Tidak,Tidak,571.0,4,Ya,Ya,87.0,Tidak,Positif,2.1,2,3,4,Tidak,Tidak,3,Tidak,2
43,Perempuan,Wirausaha,326.0,Ya,Tidak,88.0,Ya,Tidak,Ya,549.0,4,Tidak,Tidak,5.0,Tidak,Negatif,4.8,2,2,1,Tidak,Tidak,1,Tidak,3
40,Laki-laki,Karyawan,478.0,Tidak,Tidak,50.0,Tidak,Ya,Tidak,714.0,3,Ya,Tidak,64.0,Ya,Negatif,3.1,4,5,3,Tidak,Ya,3,Tidak,2
39,Laki-laki,Dokter,435.0,Tidak,Ya,78.0,Tidak,Ya,Ya,490.0,3,Ya,Tidak,41.0,Ya,Netral,2.8,3,2,3,Ya,Tidak,3,Tidak,2
33,Perempuan,Mahasiswa,415.0,Tidak,Tidak,30.0,Ya,Ya,Tidak,345.0,2,Tidak,Tidak,118.0,Ya,Positif,1.5,4,3,4,Tidak,Ya,4,Ya,1
47,Laki-laki,Dokter,311.0,Ya,Tidak,117.0,Ya,Tidak,Tidak,597.0,4,Ya,Ya,6.0,Tidak,Campur,5.0,3,1,1,Tidak,Ya,1,Tidak,3
39,Laki-laki,Mahasiswa,376.0,Ya,Ya,68.0,Ya,Ya,Tidak,598.0,3,Ya,Ya,15.0,Tidak,Negatif,5.0,1,1,2,Ya,Ya,2,Tidak,3
19,Perempuan,Mahasiswa,549.0,Tidak,Tidak,67.0,Tidak,Tidak,Tidak,407.0,2,Tidak,Tidak,88.0,Ya,Positif,1.5,4,5,4,Tidak,Tidak,5,Ya,1
34,Perempuan,Dokter,378.0,Ya,Tidak,61.0,Tidak,Tidak,Tidak,541.0,3,Tidak,Ya,33.0,Tidak,Positif,2.4,3,3,4,Tidak,Tidak,2,Ya,2
30,Laki-laki,Karyawan,499.0,Tidak,Tidak,76.0,Tidak,Tidak,Tidak,561.0,4,Tidak,Ya,28.0,Ya,Negatif,3.3,3,3,2,Tidak,Tidak,2,Tidak,2
35,Perempuan,Wirausaha,418.0,Tidak,Tidak,55.0,Ya,Ya,Tidak,537.0,3,Tidak,Tidak,57.0,Ya,Netral,3.0,4,2,3,Tidak,Ya,3,Tidak,2
29,Perempuan,Freelancer,298.0,Tidak,Tidak,79.0,Tidak,Tidak,Tidak,580.0,3,Ya,Tidak,33.0,Tidak,Campur,5.0,2,2,1,Ya,Ya,2,Tidak,3
36,Laki-laki,Freelancer,531.0,Tidak,Ya,86.0,Tidak,Ya,Tidak,488.0,2,Ya,Ya,68.0,Ya,Netral,2.4,3,3,3,Tidak,Tidak,3,Ya,2
48,Laki-laki,Wirausaha,388.0,Ya,Tidak,49.0,Ya,Tidak,Tidak,479.0,3,Ya,Tidak,66.0,Tidak,Netral,2.7,3,3,3,Ya,Tidak,4,Tidak,2
33,Laki-laki,Karyawan,469.0,Ya,Tidak,24.0,Tidak,Tidak,Tidak,389.0,1,Tidak,Tidak,92.0,Ya,Netral,1.0,4,4,4,Tidak,Tidak,4,Ya,1
48,Laki-laki,Guru,541.0,Tidak,Tidak,30.0,Tidak,Tidak,Tidak,418.0,2,Tidak,Tidak,109.0,Ya,Positif,1.0,3,4,4,Tidak,Tidak,4,Ya,1
45,Laki-laki,Wirausaha,474.0,Tidak,Ya,52.0,Tidak,Tidak,Ya,467.0,1,Tidak,Tidak,112.0,Tidak,Positif,1.5,5,4,4,Tidak,Tidak,5,Ya,1
29,Laki-laki,Dokter,582.0,Tidak,Tidak,35.0,Tidak,Tidak,Tidak,439.0,1,Tidak,Tidak,91.0,Tidak,Positif,1.2,4,3,3,Tidak,Tidak,5,Tidak,1
46,Perempuan,Karyawan,408.0,Ya,Ya,95.0,Ya,Ya,Tidak,620.0,5,Ya,Ya,52.0,Tidak,Campur,4.2,1,2,2,Tidak,Ya,1,Tidak,3
34,Perempuan,Mahasiswa,364.0,Ya,Ya,122.0,Tidak,Ya,Tidak,568.0,4,Tidak,Tidak,39.0,Tidak,Negatif,3.6,1,2,2,Tidak,Ya,2,Tidak,3
18,Perempuan,Karyawan,540.0,Tidak,Tidak,0.0,Ya,Tidak,Tidak,479.0,1,Tidak,Tidak,101.0,Ya,Netral,1.9,5,5,4,Tidak,Tidak,3,Tidak,1
43,Laki-laki,Karyawan,310.0,Ya,Tidak,100.0,Ya,Ya,Tidak,688.0,4,Tidak,Tidak,0.0,Ya,Campur,3.5,1,2,2,Ya,Tidak,1,Ya,3
26,Laki-laki,Guru,469.0,Tidak,Tidak,9.0,Tidak,Tidak,Tidak,373.0,3,Ya,Tidak,108.0,Ya,Positif,1.7,5,4,4,Tidak,Tidak,4,Tidak,1
35,Laki-laki,Freelancer,408.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,321.0,2,Ya,Ya,118.0,Ya,Positif,1.5,3,4,5,Tidak,Tidak,3,Ya,1
32,Laki-laki,Freelancer,512.0,Tidak,Tidak,43.0,Ya,Ya,Tidak,393.0,2,Tidak,Tidak,104.0,Ya,Positif,1.5,3,5,4,Tidak,Tidak,5,Tidak,1
36,Perempuan,Dokter,550.0,Ya,Tidak,17.0,Tidak,Tidak,Ya,488.0,2,Ya,Tidak,39.0,Ya,Positif,1.9,2,4,3,Tidak,Tidak,2,Tidak,2
23,Perempuan,Irt,455.0,Tidak,Tidak,12.0,Tidak,Tidak,Tidak,337.0,2,Tidak,Ya,94.0,Ya,Positif,1.4,4,4,4,Tidak,Tidak,5,Tidak,1
32,Perempuan,Mahasiswa,418.0,Ya,Ya,133.0,Ya,Tidak,Tidak,408.0,3,Ya,Tidak,51.0,Tidak,Negatif,2.9,2,3,4,Ya,Ya,3,Ya,2
43,Laki-laki,Karyawan,463.0,Ya,Ya,30.0,Tidak,Tidak,Tidak,551.0,2,Tidak,Tidak,28.0,Ya,Negatif,4.0,3,2,3,Ya,Tidak,3,Ya,2
19,Laki-laki,Freelancer,360.0,Ya,Tidak,88.0,Tidak,Ya,Ya,680.0,4,Ya,Tidak,41.0,Tidak,Campur,4.0,1,3,2,Tidak,Ya,2,Tidak,3
20,Laki-laki,Mahasiswa,523.0,Tidak,Tidak,15.0,Tidak,Ya,Tidak,368.0,2,Tidak,Tidak,52.0,Ya,Negatif,1.9,4,4,4,Tidak,Ya,4,Ya,1
31,Laki-laki,Irt,469.0,Ya,Ya,45.0,Ya,Tidak,Tidak,429.0,2,Tidak,Tidak,77.0,Ya,Positif,1.6,4,4,3,Tidak,Tidak,4,Ya,1
30,Laki-laki,Irt,386.0,Ya,Tidak,87.0,Tidak,Tidak,Tidak,363.0,2,Ya,Tidak,108.0,Ya,Negatif,1.6,5,4,5,Tidak,Tidak,5,Ya,1
36,Laki-laki,Karyawan,364.0,Ya,Ya,18.0,Tidak,Tidak,Ya,479.0,3,Ya,Tidak,73.0,Ya,Netral,3.4,4,3,3,Tidak,Ya,3,Ya,2
42,Perempuan,Dokter,374.0,Tidak,Tidak,11.0,Tidak,Tidak,Ya,306.0,2,Tidak,Tidak,52.0,Ya,Positif,1.9,5,3,4,Tidak,Tidak,4,Tidak,1
38,Laki-laki,Freelancer,395.0,Tidak,Ya,79.0,Ya,Ya,Ya,625.0,5,Ya,Ya,0.0,Tidak,Campur,4.3,3,2,2,Ya,Ya,2,Tidak,3
40,Perempuan,Dokter,418.0,Tidak,Tidak,43.0,Ya,Tidak,Tidak,439.0,3,Ya,Tidak,4.0,Ya,Netral,3.1,4,3,4,Tidak,Tidak,2,Ya,2
44,Laki-laki,Karyawan,402.0,Ya,Tidak,83.0,Ya,Tidak,Ya,427.0,2,Tidak,Ya,78.0,Ya,Negatif,2.9,3,3,3,Ya,Tidak,3,Ya,2
33,Laki-laki,Karyawan,354.0,Tidak,Tidak,55.0,Ya,Tidak,Tidak,511.0,3,Ya,Ya,14.0,Tidak,Positif,3.8,3,3,2,Tidak,Ya,3,Tidak,2
23,Laki-laki,Karyawan,472.0,Tidak,Tidak,38.0,Tidak,Tidak,Tidak,352.0,1,Tidak,Tidak,136.0,Ya,Netral,1.2,5,4,4,Tidak,Tidak,5,Ya,1
25,Laki-laki,Wirausaha,387.0,Tidak,Tidak,5.0,Tidak,Tidak,Tidak,312.0,1,Tidak,Tidak,137.0,Ya,Negatif,1.3,3,4,4,Tidak,Tidak,4,Ya,1
29,Perempuan,Irt,457.0,Tidak,Tidak,0.0,Tidak,Ya,Tidak,266.0,3,Tidak,Tidak,126.0,Tidak,Positif,1.9,5,4,5,Tidak,Tidak,4,Tidak,1
34,Perempuan,Mahasiswa,554.0,Tidak,Ya,80.0,Tidak,Tidak,Ya,570.0,3,Ya,Ya,40.0,Ya,Netral,3.3,3,3,3,Tidak,Tidak,2,Ya,2
30,Perempuan,Mahasiswa,502.0,Tidak,Tidak,63.0,Tidak,Tidak,Ya,399.0,2,Tidak,Tidak,114.0,Ya,Positif,1.8,5,5,4,Tidak,Tidak,4,Ya,1
41,Laki-laki,Dokter,605.0,Ya,Tidak,22.0,Tidak,Tidak,Tidak,290.0,2,Tidak,Tidak,137.0,Ya,Negatif,1.8,4,5,4,Tidak,Tidak,4,Ya,1
40,Perempuan,Karyawan,231.0,Ya,Ya,114.0,Ya,Tidak,Ya,563.0,4,Tidak,Ya,52.0,Ya,Negatif,3.8,2,2,2,Tidak,Ya,1,Tidak,3
